No., Day,DD,MMM,YYYY, N1,N2,N3,N4,N5,N6,BN,,Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,,Delta Diff1,Delta Diff2,Delta Diff3,Delta Diff4,Delta Diff5,Delta Diff6,,,Guess1,Guess2,Guess3,Guess4,Guess5,Guess6,Sum,Check1,Check2,Check3,Check4,Check5,Check6
1691, Wed,7,Mar,2012,2,8,11,28,35,44,17,,2,6,3,17,7,9,,-5,-7,0,12,4,0,,,3,1,5,9,10,10,38,3,4,6,14,19,20
1690, Sat,3,Mar,2012,7,20,23,28,31,40,42,,7,13,3,5,3,9,,-6,12,-12,-7,-2,6,,,4,8,2,7,10,14,45,4,12,10,9,17,24
1689, Wed,29,Feb,2012,13,14,29,41,46,49,43,,13,1,15,12,5,3,,6,-17,14,11,3,0,,,4,6,1,7,10,11,39,4,10,7,8,17,21
1688, Sat,25,Feb,2012,7,25,26,27,29,32,33,,7,18,1,1,2,3,,0,13,-2,-19,-6,-3,,,4,6,8,9,12,11,50,4,10,14,17,21,23
1687, Wed,22,Feb,2012,7,12,15,35,43,49,8,,7,5,3,20,8,6,,5,-12,0,12,5,-2,,,5,7,5,9,14,11,51,5,12,12,14,23,25
1686, Sat,18,Feb,2012,2,19,22,30,33,41,24,,2,17,3,8,3,8,,-7,-2,1,5,-4,4,,,4,5,2,8,11,16,46,4,9,7,10,19,27
1685, Wed,15,Feb,2012,9,28,30,33,40,44,16,,9,19,2,3,7,4,,8,-3,1,-4,-7,0,,,3,3,2,7,8,16,39,3,6,5,9,15,24
1684, Sat,11,Feb,2012,1,23,24,31,45,49,6,,1,22,1,7,14,4,,-6,16,-2,-8,9,-4,,,5,3,6,9,15,16,54,5,8,9,15,24,31
1683, Wed,8,Feb,2012,7,13,16,31,36,44,26,,7,6,3,15,5,8,,3,3,-30,14,1,5,,,5,4,2,7,11,9,38,5,9,6,9,18,20
1682, Sat,4,Feb,2012,4,7,40,41,45,48,46,,4,3,33,1,4,3,,-3,-7,29,0,-12,2,,,1,8,7,8,12,10,46,1,9,15,15,20,22
1681, Wed,1,Feb,2012,7,17,21,22,38,39,3,,7,10,4,1,16,1,,-3,8,-9,-2,13,-8,,,5,8,2,7,10,10,42,5,13,10,9,17,20
1680, Sat,28,Jan,2012,10,12,25,28,31,40,1,,10,2,13,3,3,9,,8,-4,-5,-1,-6,3,,,4,6,7,7,15,16,55,4,10,13,14,22,31
1679, Wed,25,Jan,2012,2,8,26,30,39,45,46,,2,6,18,4,9,6,,-3,-6,3,-3,6,-1,,,3,4,4,7,10,14,42,3,7,8,11,17,24
1678, Sat,21,Jan,2012,5,17,32,39,42,49,19,,5,12,15,7,3,7,,-4,-1,6,4,2,-1,,,1,4,3,8,10,13,39,1,5,7,11,18,23
1677, Wed,18,Jan,2012,9,22,31,34,35,43,20,,9,13,9,3,1,8,,2,10,7,0,-9,-9,,,1,4,6,8,16,13,48,1,5,10,14,24,29
1676, Sat,14,Jan,2012,7,10,12,15,25,42,33,,7,3,2,3,10,17,,5,-4,-16,-3,4,16,,,1,2,6,7,9,10,35,1,3,8,13,16,19
1675, Wed,11,Jan,2012,2,9,27,33,39,40,45,,2,7,18,6,6,1,,-6,1,17,4,3,-26,,,4,4,2,9,16,15,50,4,8,6,11,25,31
1674, Sat,7,Jan,2012,8,14,15,17,20,47,38,,8,6,1,2,3,27,,-1,-11,-1,0,-9,26,,,5,1,7,8,12,15,48,5,6,8,15,20,27
1673, Wed,4,Jan,2012,9,26,28,30,42,43,2,,9,17,2,2,12,1,,2,13,-24,1,8,-1,,,4,7,2,8,14,14,49,4,11,9,10,22,28
1672, Sat,31,Dec,2011,7,11,37,38,42,44,2,,7,4,26,1,4,2,,-1,1,24,-3,-27,1,,,4,4,7,9,15,16,55,4,8,11,16,24,31
1671, Wed,28,Dec,2011,8,11,13,17,48,49,19,,8,3,2,4,31,1,,7,-11,-6,-5,27,-6,,,4,7,6,7,11,10,45,4,11,13,13,18,21
1670, Sat,24,Dec,2011,1,15,23,32,36,43,19,,1,14,8,9,4,7,,-6,-7,6,5,0,0,,,5,1,4,9,13,15,47,5,6,5,13,22,28
1669, Wed,21,Dec,2011,7,28,30,34,38,45,6,,7,21,2,4,4,7,,6,0,-11,0,1,1,,,2,3,1,7,12,9,34,2,5,4,8,19,21
1668, Sat,17,Dec,2011,1,22,35,39,42,48,12,,1,21,13,4,3,6,,-2,14,-2,1,1,-7,,,5,6,4,9,13,12,49,5,11,10,13,22,25
1667, Wed,14,Dec,2011,3,10,25,28,30,43,31,,3,7,15,3,2,13,,-13,2,12,-2,1,4,,,4,1,8,8,16,11,48,4,5,9,16,24,27
1666, Sat,10,Dec,2011,16,21,24,29,30,39,20,,16,5,3,5,1,9,,6,1,-10,1,0,-6,,,2,4,1,9,11,16,43,2,6,5,10,20,27
1665, Wed,7,Dec,2011,10,14,27,31,32,47,41,,10,4,13,4,1,15,,9,-25,8,-8,0,14,,,4,6,4,9,10,13,46,4,10,10,13,19,23
1664, Sat,3,Dec,2011,1,30,35,47,48,49,8,,1,29,5,12,1,1,,-12,19,4,11,0,-3,,,2,2,2,8,15,14,43,2,4,4,10,23,29
1663, Wed,30,Nov,2011,13,23,24,25,26,30,4,,13,10,1,1,1,4,,0,7,-8,0,-9,-6,,,1,5,1,9,12,13,41,1,6,6,10,21,25
1662, Sat,26,Nov,2011,13,16,25,26,36,46,15,,13,3,9,1,10,10,,9,-4,1,-2,1,-7,,,1,4,8,8,14,10,45,1,5,12,16,22,24
1661, Wed,23,Nov,2011,4,11,19,22,31,48,6,,4,7,8,3,9,17,,3,-21,6,2,7,15,,,1,8,8,9,15,15,56,1,9,16,17,24,30
1660, Sat,19,Nov,2011,1,29,31,32,34,36,45,,1,28,2,1,2,2,,-9,26,-12,0,-10,1,,,5,5,2,9,9,14,44,5,10,7,11,18,23
1659, Wed,16,Nov,2011,10,12,26,27,39,40,20,,10,2,14,1,12,1,,4,-4,13,-14,7,-4,,,1,5,1,7,14,9,37,1,6,6,8,21,23
1658, Sat,12,Nov,2011,6,12,13,28,33,38,10,,6,6,1,15,5,5,,4,0,-1,2,1,0,,,1,3,8,9,14,15,50,1,4,11,17,23,29
1657, Wed,9,Nov,2011,2,8,10,23,27,32,44,,2,6,2,13,4,5,,-12,4,-5,12,1,-7,,,3,5,3,8,13,8,40,3,8,8,11,21,21
1656, Sat,5,Nov,2011,14,16,23,24,27,39,43,,14,2,7,1,3,12,,3,1,-14,-3,2,1,,,5,6,2,8,16,8,45,5,11,8,10,24,24
1655, Wed,2,Nov,2011,11,12,33,37,38,49,3,,11,1,21,4,1,11,,6,-3,16,-10,-17,8,,,4,3,1,7,14,9,38,4,7,4,8,21,23
1654, Sat,29,Oct,2011,5,9,14,28,46,49,45,,5,4,5,14,18,3,,1,-15,-6,10,17,1,,,5,3,8,8,9,15,48,5,8,11,16,17,24
1653, Wed,26,Oct,2011,4,23,34,38,39,41,27,,4,19,11,4,1,2,,-16,12,10,-2,-8,1,,,5,3,5,8,15,10,46,5,8,8,13,23,25
1652, Sat,22,Oct,2011,20,27,28,34,43,44,1,,20,7,1,6,9,1,,7,6,-3,-8,7,-14,,,1,3,8,8,9,13,42,1,4,11,16,17,22
1651, Wed,19,Oct,2011,13,14,18,32,34,49,20,,13,1,4,14,2,15,,6,-4,-11,7,-5,10,,,5,3,1,7,10,16,42,5,8,4,8,17,26
1650, Sat,15,Oct,2011,7,12,27,34,41,46,14,,7,5,15,7,7,5,,-6,-6,14,6,-4,2,,,4,1,8,9,13,12,47,4,5,9,17,22,25
1649, Wed,12,Oct,2011,13,24,25,26,37,40,30,,13,11,1,1,11,3,,7,1,-5,-3,7,-1,,,2,7,8,8,14,12,51,2,9,15,16,22,26
1648, Sat,8,Oct,2011,6,16,22,26,30,34,45,,6,10,6,4,4,4,,-3,4,4,-8,3,-5,,,3,1,4,9,8,9,34,3,4,5,13,17,17
1647, Wed,5,Oct,2011,9,15,17,29,30,39,11,,9,6,2,12,1,9,,5,-5,0,3,-10,5,,,2,3,7,8,9,8,37,2,5,10,15,17,17
1646, Sat,1,Oct,2011,4,15,17,26,37,41,29,,4,11,2,9,11,4,,-11,7,-4,-2,3,3,,,5,1,1,9,9,8,33,5,6,2,10,18,17
1645, Wed,28,Sep,2011,15,19,25,36,44,45,43,,15,4,6,11,8,1,,5,-2,-7,6,5,-9,,,3,1,3,8,9,8,32,3,4,4,11,17,17
1644, Sat,24,Sep,2011,10,16,29,34,37,47,31,,10,6,13,5,3,10,,-1,2,-4,4,-1,8,,,2,1,4,9,13,12,41,2,3,5,13,22,25
1643, Wed,21,Sep,2011,11,15,32,33,37,39,28,,11,4,17,1,4,2,,9,3,14,-34,1,1,,,3,7,1,7,9,10,37,3,10,8,8,16,19
1642, Sat,17,Sep,2011,2,3,6,41,44,45,10,,2,1,3,35,3,1,,-21,-4,2,27,2,-3,,,2,5,2,7,10,12,38,2,7,7,9,17,22
1641, Wed,14,Sep,2011,23,28,29,37,38,42,49,,23,5,1,8,1,4,,18,3,-1,7,-11,-21,,,5,3,2,8,9,14,41,5,8,5,10,17,23
1640, Sat,10,Sep,2011,5,7,9,10,22,47,37,,5,2,2,1,12,25,,1,-23,0,-4,10,15,,,1,6,7,8,9,10,41,1,7,13,15,17,19
1639, Wed,7,Sep,2011,4,29,31,36,38,48,35,,4,25,2,5,2,10,,0,12,-1,-1,-1,3,,,3,1,8,8,16,13,49,3,4,9,16,24,29
1638, Sat,3,Sep,2011,4,17,20,26,29,36,31,,4,13,3,6,3,7,,-1,-8,-14,3,2,5,,,4,7,6,9,13,10,49,4,11,13,15,22,23
1637, Wed,31,Aug,2011,5,26,43,46,47,49,28,,5,21,17,3,1,2,,-1,20,-5,0,-8,-3,,,4,7,3,7,13,12,46,4,11,10,10,20,25
1636, Sat,27,Aug,2011,6,7,29,32,41,46,49,,6,1,22,3,9,5,,-5,-15,3,2,8,4,,,4,6,7,8,11,11,47,4,10,13,15,19,22
1635, Wed,24,Aug,2011,11,27,46,47,48,49,42,,11,16,19,1,1,1,,9,15,4,-11,-3,0,,,3,7,2,7,9,16,44,3,10,9,9,16,25
1634, Sat,20,Aug,2011,2,3,18,30,34,35,24,,2,1,15,12,4,1,,-1,-15,2,4,-3,0,,,5,7,8,8,14,11,53,5,12,15,16,22,25
1633, Wed,17,Aug,2011,3,19,32,40,47,48,37,,3,16,13,8,7,1,,-2,-9,12,6,5,-9,,,4,5,7,9,9,11,45,4,9,12,16,18,20
1632, Sat,13,Aug,2011,5,30,31,33,35,45,3,,5,25,1,2,2,10,,3,23,-2,-18,-14,9,,,1,2,8,7,13,10,41,1,3,10,15,20,23
1631, Wed,10,Aug,2011,2,4,7,27,43,44,45,,2,2,3,20,16,1,,1,-11,-1,14,14,-1,,,3,1,8,7,15,13,47,3,4,9,15,22,28
1630, Sat,6,Aug,2011,1,14,18,24,26,28,19,,1,13,4,6,2,2,,-17,12,-3,-7,1,-5,,,4,7,8,9,11,13,52,4,11,15,17,20,24
1629, Wed,3,Aug,2011,18,19,26,39,40,47,4,,18,1,7,13,1,7,,14,-5,-12,10,-1,1,,,5,7,8,8,11,11,50,5,12,15,16,19,22
1628, Sat,30,Jul,2011,4,10,29,32,34,40,48,,4,6,19,3,2,6,,0,-6,13,-9,-3,3,,,5,5,6,7,16,8,47,5,10,11,13,23,24
1627, Wed,27,Jul,2011,4,16,22,34,39,42,35,,4,12,6,12,5,3,,3,11,-3,-7,2,-9,,,2,8,4,8,10,12,44,2,10,12,12,18,22
1626, Sat,23,Jul,2011,1,2,11,30,33,45,39,,1,1,9,19,3,12,,-5,-3,4,2,-7,5,,,1,8,7,8,15,13,52,1,9,15,15,23,28
1625, Wed,20,Jul,2011,6,10,15,32,42,49,4,,6,4,5,17,10,7,,2,-1,1,15,7,-15,,,4,4,6,8,14,14,50,4,8,10,14,22,28
1624, Sat,16,Jul,2011,4,9,13,15,18,40,30,,4,5,4,2,3,22,,-3,1,0,-1,2,-8,,,2,8,6,9,10,12,47,2,10,14,15,19,22
1623, Wed,13,Jul,2011,7,11,15,18,19,49,25,,7,4,4,3,1,30,,6,3,-15,0,-8,14,,,1,6,6,8,8,16,45,1,7,12,14,16,24
1622, Sat,9,Jul,2011,1,2,21,24,33,49,39,,1,1,19,3,9,16,,-25,-5,17,2,3,9,,,2,6,3,8,11,16,46,2,8,9,11,19,27
1621, Wed,6,Jul,2011,26,32,34,35,41,48,1,,26,6,2,1,6,7,,16,-2,-14,0,2,-2,,,5,7,4,9,12,11,48,5,12,11,13,21,23
1620, Sat,2,Jul,2011,10,18,34,35,39,48,6,,10,8,16,1,4,9,,5,7,9,-7,-6,-7,,,3,7,8,7,16,15,56,3,10,15,15,23,31
1619, Wed,29,Jun,2011,5,6,13,21,31,47,30,,5,1,7,8,10,16,,0,-3,1,-7,8,9,,,3,1,5,8,11,12,40,3,4,6,13,19,23
1618, Sat,25,Jun,2011,5,9,15,30,32,39,31,,5,4,6,15,2,7,,-11,-2,5,2,-7,4,,,4,4,2,8,11,15,44,4,8,6,10,19,26
1617, Wed,22,Jun,2011,16,22,23,36,45,48,19,,16,6,1,13,9,3,,13,1,-1,-12,6,2,,,4,6,2,9,16,11,48,4,10,8,11,25,27
1616, Sat,18,Jun,2011,3,8,10,35,38,39,31,,3,5,2,25,3,1,,-6,-11,-2,22,-2,0,,,3,1,1,9,15,16,45,3,4,2,10,24,31
1615, Wed,15,Jun,2011,9,25,29,32,37,38,28,,9,16,4,3,5,1,,0,14,-20,1,2,-4,,,4,4,6,8,13,10,45,4,8,10,14,21,23
1614, Sat,11,Jun,2011,9,11,35,37,40,45,26,,9,2,24,2,3,5,,6,-14,7,-2,0,0,,,4,1,3,7,15,10,40,4,5,4,10,22,25
1613, Wed,8,Jun,2011,3,19,36,40,43,48,21,,3,16,17,4,3,5,,-4,2,13,-3,-8,4,,,2,5,8,8,16,16,55,2,7,13,16,24,32
1612, Sat,4,Jun,2011,7,21,25,32,43,44,27,,7,14,4,7,11,1,,5,9,2,-2,-9,-6,,,3,3,1,9,8,12,36,3,6,4,10,17,20
1611, Wed,1,Jun,2011,2,7,9,18,38,45,42,,2,5,2,9,20,7,,0,4,-12,3,3,4,,,2,6,7,8,13,9,45,2,8,13,15,21,22
1610, Sat,28,May,2011,2,3,17,23,40,43,31,,2,1,14,6,17,3,,-5,0,5,-7,1,1,,,1,4,5,7,12,13,42,1,5,9,12,19,25
1609, Wed,25,May,2011,7,8,17,30,46,48,34,,7,1,9,13,16,2,,3,-12,3,12,10,-3,,,3,5,4,8,15,9,44,3,8,9,12,23,24
1608, Sat,21,May,2011,4,17,23,24,30,35,5,,4,13,6,1,6,5,,-2,4,1,-15,4,1,,,1,6,5,9,12,14,47,1,7,11,14,21,26
1607, Wed,18,May,2011,6,15,20,36,38,42,4,,6,9,5,16,2,4,,-2,-1,-4,15,-16,2,,,5,7,1,8,15,8,44,5,12,8,9,23,23
1606, Sat,14,May,2011,8,18,27,28,46,48,44,,8,10,9,1,18,2,,-9,-3,6,0,14,-8,,,2,1,3,7,15,8,36,2,3,4,10,22,23
1605, Wed,11,May,2011,17,30,33,34,38,48,9,,17,13,3,1,4,10,,0,12,-3,-4,-2,-3,,,4,8,5,9,13,9,48,4,12,13,14,22,22
1604, Sat,7,May,2011,17,18,24,29,35,48,3,,17,1,6,5,6,13,,15,0,2,-5,2,2,,,3,2,2,8,14,8,37,3,5,4,10,22,22
1603, Wed,4,May,2011,2,3,7,17,21,32,1,,2,1,4,10,4,11,,1,-4,-2,-7,-3,3,,,1,1,7,7,13,10,39,1,2,8,14,20,23
1602, Sat,30,Apr,2011,1,6,12,29,36,44,21,,1,5,6,17,7,8,,-5,-4,-6,12,2,1,,,1,3,8,9,15,14,50,1,4,11,17,24,29
1601, Wed,27,Apr,2011,6,15,27,32,37,44,3,,6,9,12,5,5,7,,1,8,0,-13,-3,2,,,5,1,1,8,11,16,42,5,6,2,9,19,27
1600, Sat,23,Apr,2011,5,6,18,36,44,49,10,,5,1,12,18,8,5,,2,-1,9,17,-1,-21,,,5,2,7,9,16,12,51,5,7,9,16,25,28
1599, Wed,20,Apr,2011,3,5,8,9,18,44,42,,3,2,3,1,9,26,,-1,-28,-3,0,6,21,,,2,4,2,8,11,8,35,2,6,6,10,19,19
1598, Sat,16,Apr,2011,4,34,40,41,44,49,46,,4,30,6,1,3,5,,3,17,-5,-7,2,-4,,,1,6,3,7,15,14,46,1,7,9,10,22,29
1597, Wed,13,Apr,2011,1,14,25,33,34,43,15,,1,13,11,8,1,9,,-5,11,2,4,-17,1,,,3,1,8,8,14,14,48,3,4,9,16,22,28
1596, Sat,9,Apr,2011,6,8,17,21,39,47,22,,6,2,9,4,18,8,,-1,-2,7,3,-6,5,,,5,5,8,9,12,10,49,5,10,13,17,21,22
1595, Wed,6,Apr,2011,7,11,13,14,38,41,45,,7,4,2,1,24,3,,-5,2,-16,-11,20,2,,,5,7,1,8,13,8,42,5,12,8,9,21,21
1594, Sat,2,Apr,2011,12,14,32,44,48,49,25,,12,2,18,12,4,1,,2,-4,17,8,-14,-1,,,2,7,8,7,8,13,45,2,9,15,15,15,21
1593, Wed,30,Mar,2011,10,16,17,21,39,41,47,,10,6,1,4,18,2,,8,-1,-6,-1,8,-11,,,1,6,5,8,16,14,50,1,7,11,13,24,30
1592, Sat,26,Mar,2011,2,9,16,21,31,44,38,,2,7,7,5,10,13,,-4,-5,2,2,4,1,,,4,7,8,7,9,16,51,4,11,15,15,16,25
1591, Wed,23,Mar,2011,6,18,23,26,32,44,34,,6,12,5,3,6,12,,-4,-4,3,-3,5,8,,,2,5,5,7,10,16,45,2,7,10,12,17,26
1590, Sat,19,Mar,2011,10,26,28,34,35,39,17,,10,16,2,6,1,4,,8,3,1,4,-28,3,,,4,1,5,9,14,14,47,4,5,6,14,23,28
1589, Wed,16,Mar,2011,2,15,16,18,47,48,21,,2,13,1,2,29,1,,-5,3,-1,-8,28,-7,,,3,8,5,8,11,16,51,3,11,13,13,19,27
1588, Sat,12,Mar,2011,7,17,19,29,30,38,40,,7,10,2,10,1,8,,-2,8,-24,7,0,0,,,4,4,5,7,15,15,50,4,8,9,12,22,30
1587, Wed,9,Mar,2011,9,11,37,40,41,49,33,,9,2,26,3,1,8,,5,-7,16,-3,-11,6,,,2,8,5,9,10,13,47,2,10,13,14,19,23
1586, Sat,5,Mar,2011,4,13,23,29,41,43,49,,4,9,10,6,12,2,,3,-15,8,-8,7,-1,,,2,2,2,7,14,11,38,2,4,4,9,21,25
1585, Wed,2,Mar,2011,1,25,27,41,46,49,4,,1,24,2,14,5,3,,-5,22,-10,5,0,1,,,5,3,2,8,11,9,38,5,8,5,10,19,20
1584, Sat,26,Feb,2011,6,8,20,29,34,36,43,,6,2,12,9,5,2,,5,-5,5,3,-5,-6,,,1,7,6,7,13,11,45,1,8,13,13,20,24
1583, Wed,23,Feb,2011,1,8,15,21,31,39,32,,1,7,7,6,10,8,,-5,-3,-3,0,8,-4,,,5,7,3,8,10,9,42,5,12,10,11,18,19
1582, Sat,19,Feb,2011,6,16,26,32,34,46,33,,6,10,10,6,2,12,,1,4,6,-5,-1,9,,,5,3,2,9,15,15,49,5,8,5,11,24,30
1581, Wed,16,Feb,2011,5,11,15,26,29,32,49,,5,6,4,11,3,3,,-11,-2,1,10,1,-3,,,2,1,8,8,15,10,44,2,3,9,16,23,25
1580, Sat,12,Feb,2011,16,24,27,28,30,36,35,,16,8,3,1,2,6,,14,4,1,0,-25,3,,,2,8,5,7,16,15,53,2,10,13,12,23,31
1579, Wed,9,Feb,2011,2,6,8,9,36,39,29,,2,4,2,1,27,3,,-31,3,-1,-2,26,-3,,,5,1,2,8,14,15,45,5,6,3,10,22,29
1578, Sat,5,Feb,2011,33,34,37,40,41,47,5,,33,1,3,3,1,6,,31,-14,0,-19,-3,4,,,1,8,5,9,16,8,47,1,9,13,14,25,24
1577, Wed,2,Feb,2011,2,17,20,42,46,48,44,,2,15,3,22,4,2,,-3,0,-2,17,-2,-9,,,2,4,7,8,12,12,45,2,6,11,15,20,24
1576, Sat,29,Jan,2011,5,20,25,30,36,47,15,,5,15,5,5,6,11,,-9,12,2,-18,2,9,,,2,8,7,8,10,12,47,2,10,15,15,18,22
1575, Wed,26,Jan,2011,14,17,20,43,47,49,31,,14,3,3,23,4,2,,10,-7,-1,17,-13,-1,,,5,7,6,7,11,12,48,5,12,13,13,18,23
1574, Sat,22,Jan,2011,4,14,18,24,41,44,25,,4,10,4,6,17,3,,-5,1,-12,-1,16,2,,,3,5,1,9,16,10,44,3,8,6,10,25,26
1573, Wed,19,Jan,2011,9,18,34,41,42,43,33,,9,9,16,7,1,1,,2,8,3,4,-8,0,,,1,2,3,9,13,10,38,1,3,5,12,22,23
1572, Sat,15,Jan,2011,7,8,21,24,33,34,2,,7,1,13,3,9,1,,-4,0,8,1,4,-22,,,1,2,1,8,8,10,30,1,3,3,9,16,18
1571, Wed,12,Jan,2011,11,12,17,19,24,47,37,,11,1,5,2,5,23,,-2,0,-13,-1,-1,17,,,5,4,3,9,8,14,43,5,9,7,12,17,22
1570, Sat,8,Jan,2011,13,14,32,35,41,47,46,,13,1,18,3,6,6,,9,-5,-7,2,-1,3,,,5,5,6,8,13,13,50,5,10,11,14,21,26
1569, Wed,5,Jan,2011,4,10,35,36,43,46,6,,4,6,25,1,7,3,,0,1,1,0,5,-6,,,4,4,5,7,9,11,40,4,8,9,12,16,20
1568, Sat,1,Jan,2011,4,9,33,34,36,45,26,,4,5,24,1,2,9,,2,4,11,-9,-6,4,,,2,2,5,9,13,16,47,2,4,7,14,22,29
1567, Wed,29,Dec,2010,2,3,16,26,34,39,49,,2,1,13,10,8,5,,-11,-1,6,7,0,4,,,2,2,3,7,10,12,36,2,4,5,10,17,22
1566, Sat,25,Dec,2010,13,15,22,25,33,34,17,,13,2,7,3,8,1,,6,-4,-13,-1,-3,0,,,1,6,4,7,10,13,41,1,7,10,11,17,23
1565, Wed,22,Dec,2010,7,13,33,37,48,49,20,,7,6,20,4,11,1,,-2,-6,6,1,3,-2,,,4,8,5,8,16,11,52,4,12,13,13,24,27
1564, Sat,18,Dec,2010,9,21,35,38,46,49,40,,9,12,14,3,8,3,,3,9,-8,1,1,-2,,,3,5,1,9,9,12,39,3,8,6,10,18,21
1563, Wed,15,Dec,2010,6,9,31,33,40,45,41,,6,3,22,2,7,5,,-5,-1,13,-7,-3,-1,,,3,6,8,9,16,10,52,3,9,14,17,25,26
1562, Sat,11,Dec,2010,11,15,24,33,43,49,27,,11,4,9,9,10,6,,-3,2,2,8,9,-12,,,1,3,1,9,8,8,30,1,4,4,10,17,16
1561, Wed,8,Dec,2010,14,16,23,24,25,43,48,,14,2,7,1,1,18,,10,-9,3,-24,0,14,,,4,5,2,7,13,12,43,4,9,7,9,20,25
1560, Sat,4,Dec,2010,4,15,19,44,45,49,11,,4,11,4,25,1,4,,-16,10,3,23,-2,-3,,,2,7,2,8,14,9,42,2,9,9,10,22,23
1559, Wed,1,Dec,2010,20,21,22,24,27,34,29,,20,1,1,2,3,7,,16,-5,-7,-21,2,2,,,5,6,8,7,10,10,46,5,11,14,15,17,20
1558, Sat,27,Nov,2010,4,10,18,41,42,47,8,,4,6,8,23,1,5,,-7,-13,0,16,0,2,,,3,8,8,9,14,13,55,3,11,16,17,23,27
1557, Wed,24,Nov,2010,11,30,38,45,46,49,37,,11,19,8,7,1,3,,5,18,7,-2,-9,-16,,,1,5,6,7,14,8,41,1,6,11,13,21,22
1556, Sat,20,Nov,2010,6,7,8,17,27,46,29,,6,1,1,9,10,19,,3,-2,-20,7,6,11,,,4,8,6,7,11,14,50,4,12,14,13,18,25
1555, Wed,17,Nov,2010,3,6,27,29,33,41,8,,3,3,21,2,4,8,,-2,-3,3,0,0,4,,,2,5,6,7,16,12,48,2,7,11,13,23,28
1554, Sat,13,Nov,2010,5,11,29,31,35,39,45,,5,6,18,2,4,4,,-10,-5,14,-3,-1,3,,,5,2,1,9,16,11,44,5,7,3,10,25,27
1553, Wed,10,Nov,2010,15,26,30,35,40,41,34,,15,11,4,5,5,1,,3,1,-4,4,2,-4,,,2,2,8,8,9,11,40,2,4,10,16,17,20
1552, Sat,6,Nov,2010,12,22,30,31,34,39,36,,12,10,8,1,3,5,,-1,2,1,-8,1,-1,,,5,1,1,9,12,13,41,5,6,2,10,21,25
1551, Wed,3,Nov,2010,13,21,28,37,39,45,6,,13,8,7,9,2,6,,11,-12,-3,8,-2,-2,,,5,8,6,8,8,12,47,5,13,14,14,16,20
1550, Sat,30,Oct,2010,2,22,32,33,37,45,11,,2,20,10,1,4,8,,-1,18,4,-4,-21,1,,,3,2,7,9,16,13,50,3,5,9,16,25,29
1549, Wed,27,Oct,2010,3,5,11,16,41,48,32,,3,2,6,5,25,7,,1,1,-5,-10,19,0,,,2,2,4,7,12,8,35,2,4,6,11,19,20
1548, Sat,23,Oct,2010,2,3,14,29,35,42,12,,2,1,11,15,6,7,,-12,-15,10,10,-2,4,,,2,6,2,7,12,12,41,2,8,8,9,19,24
1547, Wed,20,Oct,2010,14,30,31,36,44,47,26,,14,16,1,5,8,3,,8,-8,-3,1,1,0,,,5,5,7,9,13,12,51,5,10,12,16,22,25
1546, Sat,16,Oct,2010,6,30,34,38,45,48,32,,6,24,4,4,7,3,,-12,23,-1,2,6,-14,,,5,1,2,7,15,12,42,5,6,3,9,22,27
1545, Wed,13,Oct,2010,18,19,24,26,27,44,8,,18,1,5,2,1,17,,13,-5,-3,-8,-3,15,,,4,5,7,9,14,11,50,4,9,12,16,23,25
1544, Sat,9,Oct,2010,5,11,19,29,33,35,46,,5,6,8,10,4,2,,-4,-2,7,5,-3,-3,,,3,2,2,7,16,16,46,3,5,4,9,23,32
1543, Wed,6,Oct,2010,9,17,18,23,30,35,14,,9,8,1,5,7,5,,-1,2,-8,4,1,-3,,,2,5,8,8,10,8,41,2,7,13,16,18,18
1542, Sat,2,Oct,2010,10,16,25,26,32,40,46,,10,6,9,1,6,8,,-11,2,5,-2,0,2,,,4,7,4,8,11,12,46,4,11,11,12,19,23
1541, Wed,29,Sep,2010,21,25,29,32,38,44,14,,21,4,4,3,6,6,,2,1,-4,0,4,2,,,4,6,5,9,13,15,52,4,10,11,14,22,28
1540, Sat,25,Sep,2010,19,22,30,33,35,39,5,,19,3,8,3,2,4,,10,0,-7,1,-10,-2,,,4,2,8,9,15,12,50,4,6,10,17,24,27
1539, Wed,22,Sep,2010,9,12,27,29,41,47,19,,9,3,15,2,12,6,,5,2,4,1,9,-6,,,2,8,3,8,15,12,48,2,10,11,11,23,27
1538, Sat,18,Sep,2010,4,5,16,17,20,32,3,,4,1,11,1,3,12,,2,-17,-2,-6,0,9,,,3,8,3,8,13,14,49,3,11,11,11,21,27
1537, Wed,15,Sep,2010,2,20,33,40,43,46,14,,2,18,13,7,3,3,,-2,2,12,-7,-1,2,,,4,1,6,8,14,9,42,4,5,7,14,22,23
1536, Sat,11,Sep,2010,4,20,21,35,39,40,28,,4,16,1,14,4,1,,-4,14,-15,6,-10,0,,,3,3,6,9,14,10,45,3,6,9,15,23,24
1535, Wed,8,Sep,2010,8,10,26,34,48,49,6,,8,2,16,8,14,1,,-8,-1,9,7,0,-5,,,5,2,1,9,12,16,45,5,7,3,10,21,28
1534, Sat,4,Sep,2010,16,19,26,27,41,47,34,,16,3,7,1,14,6,,9,-10,6,-5,13,-7,,,5,6,6,9,16,10,52,5,11,12,15,25,26
1533, Wed,1,Sep,2010,7,20,21,27,28,41,4,,7,13,1,6,1,13,,4,-1,-14,3,-7,7,,,2,3,5,8,15,8,41,2,5,8,13,23,23
